Competition,Phase,Ronda,Dia,Hora,Local,Visitante,Localscore,Roadscore,Arbitros,Plusminus,Winner,Ganador
Euroleague,Regular Season,24,2024-01-30,20:00:00,FC Bayern Munich,Baskonia Vitoria-Gasteiz,112,109,"['DIFALLAH, MEHDI', 'PATERNICO, CARMELO', 'BOUBERT, MAXIME']",3,FC Bayern Munich,Local
Euroleague,Regular Season,24,2024-01-30,20:00:00,Crvena Zvezda Meridianbet Belgrade,Valencia Basket,82,64,"['LOTTERMOSER, ROBERT', 'MOGULKOC, EMIN', 'PETEK, SASO']",18,Crvena Zvezda Meridianbet Belgrade,Local
Euroleague,Regular Season,24,2024-01-30,20:15:00,Olympiacos Piraeus,ALBA Berlin,101,87,"['PEREZ, EMILIO', 'ZAMOJSKI, JAKUB', 'OBRKNEZEVIC, UROS ']",14,Olympiacos Piraeus,Local
Euroleague,Regular Season,24,2024-01-30,20:30:00,Real Madrid,Maccabi Playtika Tel Aviv,106,101,"['RADOVIC, SRETEN', 'ROCHA, FERNANDO', 'SUKYS, ARTURAS']",5,Real Madrid,Local
Euroleague,Regular Season,24,2024-01-31,19:00:00,Zalgiris Kaunas,Anadolu Efes Istanbul,96,70,"['PERUGA, CARLOS', 'KOLJENSIC, MILOS ', 'UDYANSKYY, EDUARD']",26,Zalgiris Kaunas,Local
Euroleague,Regular Season,24,2024-01-31,19:00:00,AS Monaco,Partizan Mozzart Bet Belgrade,85,70,"['PEREZ, MIGUEL ANGEL', 'ALIAGA, JORDI', 'RADOJKOVIC, JOSIP ']",15,AS Monaco,Local
Euroleague,Regular Season,24,2024-01-31,20:15:00,Panathinaikos AKTOR Athens,EA7 Emporio Armani Milan,79,62,"['JAVOR, DAMIR', 'VILIUS, GYTIS', 'KONSTANTINOVS, KRISTAPS']",17,Panathinaikos AKTOR Athens,Local
Euroleague,Regular Season,24,2024-01-31,20:30:00,FC Barcelona,Virtus Segafredo Bologna,84,57,"['BELOSEVIC, ILIJA', 'NIKOLIC, UROS', 'CICI, GENTIAN']",27,FC Barcelona,Local
Euroleague,Regular Season,25,2024-02-01,20:00:00,ALBA Berlin,Valencia Basket,66,81,"['PATERNICO, CARMELO', 'DIFALLAH, MEHDI', 'BISSUEL, THOMAS']",-15,Valencia Basket,Visitante
Euroleague,Regular Season,25,2024-02-01,20:30:00,Baskonia Vitoria-Gasteiz,Maccabi Playtika Tel Aviv,92,82,"['MOGULKOC, EMIN', 'JOVCIC, MILIVOJE', 'KOWALSKI, MARCIN']",10,Baskonia Vitoria-Gasteiz,Local
Euroleague,Regular Season,25,2024-02-01,20:30:00,FC Bayern Munich,Olympiacos Piraeus,72,76,"['GARCIA, JUAN CARLOS', 'BISSANG, JOSEPH', 'DRAGOJEVIC, IGOR']",-4,Olympiacos Piraeus,Visitante
Euroleague,Regular Season,25,2024-02-01,20:45:00,Real Madrid,LDLC ASVEL Villeurbanne,86,79,"['HORDOV, TOMISLAV ', 'SHEMMESH, SEFFI', 'LEZCANO, LEANDRO']",7,Real Madrid,Local
Euroleague,Regular Season,25,2024-02-02,18:30:00,Anadolu Efes Istanbul,EA7 Emporio Armani Milan,79,73,"['PEREZ, MIGUEL ANGEL', 'KARDUM, LUKA', 'BAENA, ALBERTO']",6,Anadolu Efes Istanbul,Local
Euroleague,Regular Season,25,2024-02-02,19:00:00,Zalgiris Kaunas,Panathinaikos AKTOR Athens,80,68,"['RADOVIC, SRETEN', 'PASTUSIAK, PIOTR', 'CORTES, CARLOS']",12,Zalgiris Kaunas,Local
Euroleague,Regular Season,25,2024-02-02,20:00:00,Crvena Zvezda Meridianbet Belgrade,FC Barcelona,76,85,"['ROCHA, FERNANDO', 'RACYS, SAULIUS', 'KONSTANTINOVS, KRISTAPS']",-9,FC Barcelona,Visitante
Euroleague,Regular Season,25,2024-02-02,20:30:00,Virtus Segafredo Bologna,Partizan Mozzart Bet Belgrade,88,84,"['LOTTERMOSER, ROBERT', 'PUKL,SASA', 'TRAWICKI, TOMASZ']",4,Virtus Segafredo Bologna,Local
Euroleague,Regular Season,25,2024-02-02,20:30:00,AS Monaco,Fenerbahce Beko Istanbul,76,69,"['JAVOR, DAMIR', 'FOUFIS, IOANNIS', 'BALAK, AMIT']",7,AS Monaco,Local
